image_path,xmin,ymin,xmax,ymax,label,shadow_angle,shadow_x,shadow_y,domain
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,444.0,392.0,500.0,450.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,378.0,407.0,412.0,447.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,399.0,371.0,436.0,416.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,440.0,347.0,475.0,388.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,445.0,284.0,500.0,345.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,311.0,422.0,368.0,478.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,250.0,466.0,295.0,500.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,190.0,455.0,234.0,500.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,200.0,400.0,249.0,454.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,106.0,476.0,150.0,500.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,135.0,473.0,186.0,500.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,174.0,425.0,211.0,463.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,245.0,328.0,302.0,388.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,294.0,380.0,337.0,425.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,315.0,348.0,352.0,383.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,331.0,328.0,417.0,420.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,264.0,217.0,328.0,286.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,237.0,261.0,297.0,323.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,242.0,17.0,301.0,70.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,259.0,48.0,336.0,120.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,318.0,23.0,372.0,75.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,293.0,0.0,341.0,52.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,71.0,371.0,122.0,428.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,28.0,325.0,89.0,383.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,194.0,345.0,246.0,403.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,189.0,293.0,242.0,348.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,0.0,207.0,32.0,259.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,175.0,117.0,223.0,174.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,149.0,111.0,193.0,161.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,54.0,186.0,108.0,242.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,20.0,158.0,67.0,214.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,193.0,57.0,240.0,101.0,Tree,18.821066982841984,0.3226137452141611,0.946530702829492,WON
