image_path,xmin,ymin,xmax,ymax,label,shadow_angle,shadow_x,shadow_y,domain
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,444,392,500,450,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,378,407,412,447,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,399,371,436,416,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,440,347,475,388,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,445,284,500,345,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,311,422,368,478,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,250,466,295,500,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,190,455,234,500,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,200,400,249,454,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,106,476,150,500,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,135,473,186,500,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,174,425,211,463,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,245,328,302,388,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,294,380,337,425,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,315,348,352,383,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,331,328,417,420,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,264,217,328,286,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,237,261,297,323,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,242,17,301,70,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,259,48,336,120,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,318,23,372,75,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,293,0,341,52,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,71,371,122,428,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,28,325,89,383,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,194,345,246,403,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,189,293,242,348,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/won_tile_30_rot196.tif,0,207,32,259,Tree,18.821066982841984,0.32261374521416114,0.9465307028294921,WON
